uid,name,phone,region_name,area_name,distributor_name,territory_name,points,routes,notes
RET-000014170,Das Point,01811896708,Mymensingh,Bhaluka,Delta Suppliers,Bhaluka - Zone 2,606,Route-15,"New retailer, handle with care"
RET-000014171,Bhuiyan Varieties,01742323388,Sylhet,Kumarpara,Pacific Distributors,Kumarpara - Zone 5,93,Route-34,"New retailer, handle with care"
RET-000014172,Chowdhury Dokan,01723328859,Chattogram,Pahartali,City Distributors,Pahartali - Zone 5,941,Route-98,
RET-000014173,Hossain Mini Mart,01372130756,Dhaka,Banani,Global Supply Chain,Banani - Zone 1,191,Route-45,
RET-000014174,Das Wholesale,01535299421,Dhaka,Gulshan,Prime Wholesale,Gulshan - Zone 3,757,Route-97,
RET-000014175,Akbar Mart,01396695272,Sylhet,Kumarpara,Sunrise Wholesale,Kumarpara - Zone 2,870,Route-2,"Bulk buyer, offer discounts"
RET-000014176,Jahan Store,01783696308,Dhaka,Bashundhara,Pacific Distributors,Bashundhara - Zone 3,487,Route-1,"New retailer, handle with care"
RET-000014177,Kabir Grocery,01947620674,Mymensingh,Trishal,Bangla Trade House,Trishal - Zone 1,8,Route-97,
RET-000014178,Uddin Trading,01954076621,Barishal,Airport,Bangla Trade House,Airport - Zone 5,106,Route-80,
RET-000014179,Bhuiyan Shop,01579468769,Dhaka,Mirpur,Pacific Distributors,Mirpur - Zone 2,52,Route-70,
RET-000014180,Sultana Bhandar,01885643084,Sylhet,Ambarkhana,Elite Commerce,Ambarkhana - Zone 4,62,Route-54,
RET-000014181,Kamal Paiker,01979230103,Barishal,Airport,Elite Commerce,Airport - Zone 2,992,Route-83,High volume retailer
RET-000014182,Hossain Enterprise,01751007420,Dhaka,Gulshan,Sunrise Wholesale,Gulshan - Zone 1,954,Route-84,Prefers WhatsApp communication
RET-000014183,Hossain Store,01674169176,Barishal,Gournadi,Evergreen Trading,Gournadi - Zone 5,336,Route-82,"Bulk buyer, offer discounts"
RET-000014184,Sharif Dokan,01725857882,Rangpur,Rangpur Sadar,Mega Trade BD,Rangpur Sadar - Zone 5,356,Route-95,Payment always on time
RET-000014185,Noor Corner,01786789527,Mymensingh,Muktagachha,City Distributors,Muktagachha - Zone 1,411,Route-8,
RET-000014186,Noor Corner,01566077476,Dhaka,Mirpur,Evergreen Trading,Mirpur - Zone 5,731,Route-89,Payment always on time
RET-000014187,Khan Retail Hub,01780668333,Sylhet,Tilagarh,Star Distribution Co.,Tilagarh - Zone 5,182,Route-79,Payment always on time
RET-000014188,Sarkar Super Shop,01712064726,Chattogram,Chandgaon,Bangla Trade House,Chandgaon - Zone 5,931,Route-50,Payment always on time
RET-000014189,Chowdhury Mart,01832473410,Mymensingh,Trishal,Pacific Distributors,Trishal - Zone 2,484,Route-77,Needs follow-up on pending order
RET-000014190,Khatun Corner,01855459508,Mymensingh,Muktagachha,Eastern Commerce,Muktagachha - Zone 5,486,Route-51,Needs follow-up on pending order
RET-000014191,Alam Shop,01815386335,Khulna,Boyra,City Distributors,Boyra - Zone 5,569,Route-53,
RET-000014192,Taher Dokan,01873402985,Khulna,Boyra,Mega Trade BD,Boyra - Zone 5,847,Route-48,
RET-000014193,Chowdhury Corner,01844245183,Dhaka,Uttara,Khan Brothers,Uttara - Zone 2,773,Route-31,Needs follow-up on pending order
RET-000014194,Islam Paiker,01511303000,Rangpur,Rangpur Sadar,Prime Wholesale,Rangpur Sadar - Zone 2,905,Route-78,
RET-000014195,Mia Paiker,01646240000,Khulna,Daulatpur,Pacific Distributors,Daulatpur - Zone 2,760,Route-15,Needs follow-up on pending order
RET-000014196,Reza Dokan,01871139665,Mymensingh,Trishal,City Distributors,Trishal - Zone 4,945,Route-22,"New retailer, handle with care"
RET-000014197,Akter Paiker,01385072487,Dhaka,Savar,Elite Commerce,Savar - Zone 4,283,Route-17,Located near main market
RET-000014198,Jahan Corner,01945717553,Khulna,Khan Jahan Ali,United Distributors,Khan Jahan Ali - Zone 4,897,Route-30,High volume retailer
RET-000014199,Kamal Bhandar,01630730511,Khulna,Khan Jahan Ali,Prime Wholesale,Khan Jahan Ali - Zone 4,920,Route-1,"Regular customer, prefers morning visits"
RET-000014200,Kamal Dokan,01631519539,Barishal,Kotwali,City Distributors,Kotwali - Zone 2,400,Route-78,High volume retailer
RET-000014201,Ahmed Trading,01659284254,Dhaka,Bashundhara,Sunrise Wholesale,Bashundhara - Zone 1,724,Route-39,Prefers WhatsApp communication
RET-000014202,Taher Wholesale,01935447041,Barishal,Airport,Global Supply Chain,Airport - Zone 4,523,Route-24,Needs follow-up on pending order
RET-000014203,Ahmed Super Shop,01679032356,Sylhet,Kumarpara,City Distributors,Kumarpara - Zone 5,362,Route-43,Payment always on time
RET-000014204,Siddique Dokan,01748976259,Rajshahi,Shah Makhdum,Prime Wholesale,Shah Makhdum - Zone 3,988,Route-78,"Bulk buyer, offer discounts"
RET-000014205,Akbar Varieties,01910972387,Rajshahi,Katakhali,Crystal Distributors,Katakhali - Zone 4,162,Route-48,Located near main market
RET-000014206,Ali Varieties,01857586681,Mymensingh,Muktagachha,Crystal Distributors,Muktagachha - Zone 4,671,Route-94,Payment always on time
RET-000014207,Reza Wholesale,01984921538,Khulna,Boyra,Rahman Enterprises,Boyra - Zone 4,674,Route-79,
RET-000014208,Noor Corner,01791466366,Rangpur,Pirganj,Mega Trade BD,Pirganj - Zone 3,383,Route-33,
RET-000014209,Mia Wholesale,01883053551,Rangpur,Kaunia,Diamond Wholesale,Kaunia - Zone 1,213,Route-8,"Regular customer, prefers morning visits"
RET-000014210,Sultana Mart,01378876941,Chattogram,Pahartali,Nation Suppliers,Pahartali - Zone 2,376,Route-35,Prefers WhatsApp communication
RET-000014211,Bhuiyan General Store,01899441965,Khulna,Boyra,Sunrise Wholesale,Boyra - Zone 2,404,Route-71,"Regular customer, prefers morning visits"
RET-000014212,Chowdhury Store,01740699587,Sylhet,Subid Bazar,AB Trading,Subid Bazar - Zone 2,647,Route-66,Needs follow-up on pending order
RET-000014213,Kabir Mart,01991914709,Rajshahi,Katakhali,Delta Suppliers,Katakhali - Zone 1,679,Route-97,"Regular customer, prefers morning visits"
RET-000014214,Sharif General Store,01987917758,Chattogram,Kotwali,Pacific Distributors,Kotwali - Zone 4,633,Route-87,"New retailer, handle with care"
RET-000014215,Das Mart,01650679653,Rangpur,Badarganj,Mega Trade BD,Badarganj - Zone 3,320,Route-56,Prefers WhatsApp communication
RET-000014216,Khatun Bhandar,01749224226,Khulna,Boyra,Rahman Enterprises,Boyra - Zone 2,914,Route-57,
RET-000014217,Akter Trading,01769119909,Khulna,Sonadanga,Global Supply Chain,Sonadanga - Zone 5,647,Route-66,"Regular customer, prefers morning visits"
RET-000014218,Rahman Super Shop,01349231174,Dhaka,Motijheel,Prime Wholesale,Motijheel - Zone 2,701,Route-21,"New retailer, handle with care"
RET-000014219,Kabir Shop,01523404698,Rajshahi,Motihar,City Distributors,Motihar - Zone 3,432,Route-62,Payment always on time
RET-000014220,Khatun Trading,01344474262,Sylhet,Ambarkhana,Pacific Distributors,Ambarkhana - Zone 2,938,Route-72,Payment always on time
RET-000014221,Khatun Grocery,01678704813,Barishal,Airport,City Distributors,Airport - Zone 5,361,Route-86,Needs follow-up on pending order
RET-000014222,Alam Bhandar,01824385929,Rajshahi,Rajpara,Star Distribution Co.,Rajpara - Zone 2,922,Route-67,Payment always on time
RET-000014223,Khan Mini Mart,01764583247,Rajshahi,Boalia,Diamond Wholesale,Boalia - Zone 3,366,Route-97,Needs follow-up on pending order
RET-000014224,Mia Grocery,01922652769,Dhaka,Savar,Bangla Trade House,Savar - Zone 5,596,Route-81,"New retailer, handle with care"
RET-000014225,Jahan Mini Mart,01951104821,Chattogram,Agrabad,Elite Commerce,Agrabad - Zone 2,771,Route-14,Payment always on time
RET-000014226,Akbar Paiker,01896285016,Rajshahi,Boalia,Global Supply Chain,Boalia - Zone 1,552,Route-71,"Regular customer, prefers morning visits"
RET-000014227,Ali Paiker,01393409253,Rajshahi,Paba,Eastern Commerce,Paba - Zone 3,519,Route-84,"New retailer, handle with care"
RET-000014228,Chowdhury Varieties,01651231901,Dhaka,Motijheel,Mega Trade BD,Motijheel - Zone 3,359,Route-12,Prefers WhatsApp communication
RET-000014229,Ali Dokan,01710054110,Barishal,Babuganj,United Distributors,Babuganj - Zone 5,7,Route-53,High volume retailer
RET-000014230,Akter Varieties,01813420680,Barishal,Kotwali,City Distributors,Kotwali - Zone 1,323,Route-71,
RET-000014231,Mia Enterprise,01693884521,Dhaka,Gulshan,Nation Suppliers,Gulshan - Zone 3,495,Route-42,"Regular customer, prefers morning visits"
RET-000014232,Siddique General Store,01641929071,Rangpur,Gangachara,Star Distribution Co.,Gangachara - Zone 1,330,Route-80,Located near main market
RET-000014233,Islam Dokan,01535763904,Barishal,Babuganj,Elite Commerce,Babuganj - Zone 1,891,Route-10,Payment always on time
RET-000014234,Iqbal Enterprise,01681386537,Mymensingh,Fulbaria,Star Distribution Co.,Fulbaria - Zone 1,636,Route-76,Prefers WhatsApp communication
RET-000014235,Hossain Grocery,01836460789,Rajshahi,Boalia,Pacific Distributors,Boalia - Zone 5,879,Route-28,
RET-000014236,Akter Point,01623943362,Barishal,Barishal Sadar,Star Distribution Co.,Barishal Sadar - Zone 3,143,Route-13,
RET-000014237,Begum Mini Mart,01770168518,Dhaka,Motijheel,Delta Suppliers,Motijheel - Zone 2,688,Route-84,
RET-000014238,Chowdhury Point,01590436792,Dhaka,Banani,Khan Brothers,Banani - Zone 1,831,Route-15,"Bulk buyer, offer discounts"
RET-000014239,Khatun Trading,01716610867,Dhaka,Savar,Rahman Enterprises,Savar - Zone 4,937,Route-70,"Bulk buyer, offer discounts"
RET-000014240,Siddique Grocery,01325005039,Sylhet,Tilagarh,Khan Brothers,Tilagarh - Zone 4,416,Route-77,"Bulk buyer, offer discounts"
RET-000014241,Ahmed Mart,01930639988,Khulna,Khalishpur,Crystal Distributors,Khalishpur - Zone 1,243,Route-19,Needs follow-up on pending order
RET-000014242,Siddique Store,01777169646,Sylhet,Ambarkhana,Diamond Wholesale,Ambarkhana - Zone 4,754,Route-44,
RET-000014243,Bhuiyan Paiker,01829495142,Rangpur,Kaunia,Star Distribution Co.,Kaunia - Zone 5,402,Route-98,"Regular customer, prefers morning visits"
RET-000014244,Sarkar Point,01883784352,Rajshahi,Katakhali,Pacific Distributors,Katakhali - Zone 2,910,Route-99,"Regular customer, prefers morning visits"
RET-000014245,Mia Enterprise,01988844441,Chattogram,Double Mooring,Sunrise Wholesale,Double Mooring - Zone 3,878,Route-15,"Bulk buyer, offer discounts"
RET-000014246,Sultana General Store,01978873301,Mymensingh,Gafargaon,Elite Commerce,Gafargaon - Zone 1,510,Route-26,
RET-000014247,Islam Dokan,01998196736,Chattogram,Pahartali,Global Supply Chain,Pahartali - Zone 3,474,Route-25,"New retailer, handle with care"
RET-000014248,Khatun Retail Hub,01932015000,Rajshahi,Boalia,AB Trading,Boalia - Zone 2,177,Route-52,Prefers WhatsApp communication
RET-000014249,Malek Mart,01894303884,Rangpur,Rangpur Sadar,Prime Wholesale,Rangpur Sadar - Zone 3,135,Route-38,"Bulk buyer, offer discounts"
RET-000014250,Siddique Mini Mart,01884661875,Dhaka,Uttara,Diamond Wholesale,Uttara - Zone 1,489,Route-88,High volume retailer
RET-000014251,Mia Store,01371412309,Barishal,Kotwali,Nation Suppliers,Kotwali - Zone 1,940,Route-42,"Regular customer, prefers morning visits"
RET-000014252,Haque Grocery,01361620475,Sylhet,Ambarkhana,Prime Wholesale,Ambarkhana - Zone 2,733,Route-47,
RET-000014253,Taher Mini Mart,01628601926,Mymensingh,Muktagachha,AB Trading,Muktagachha - Zone 4,780,Route-59,"Bulk buyer, offer discounts"
RET-000014254,Ali Trading,01719471944,Rangpur,Gangachara,Prime Wholesale,Gangachara - Zone 3,27,Route-18,Payment always on time
RET-000014255,Kabir General Store,01598148640,Khulna,Daulatpur,Royal Traders,Daulatpur - Zone 2,968,Route-58,
RET-000014256,Uddin Wholesale,01659575124,Khulna,Khan Jahan Ali,Global Supply Chain,Khan Jahan Ali - Zone 2,469,Route-39,Needs follow-up on pending order
RET-000014257,Kabir Corner,01864841117,Sylhet,Zindabazar,Eastern Commerce,Zindabazar - Zone 3,940,Route-28,High volume retailer
RET-000014258,Kamal Retail Hub,01796857263,Chattogram,Panchlaish,Nation Suppliers,Panchlaish - Zone 5,417,Route-31,Prefers WhatsApp communication
RET-000014259,Haque Bhandar,01754537901,Rajshahi,Paba,Elite Commerce,Paba - Zone 4,604,Route-24,
RET-000014260,Haque General Store,01594532936,Rajshahi,Paba,Mega Trade BD,Paba - Zone 5,500,Route-90,
RET-000014261,Hossain Mini Mart,01383056600,Chattogram,Pahartali,Royal Traders,Pahartali - Zone 1,21,Route-56,Located near main market
RET-000014262,Akbar Shop,01669325707,Khulna,Daulatpur,Crystal Distributors,Daulatpur - Zone 2,847,Route-55,High volume retailer
RET-000014263,Begum Mini Mart,01581510915,Chattogram,Halishahar,City Distributors,Halishahar - Zone 3,236,Route-9,Needs follow-up on pending order
RET-000014264,Hossain Enterprise,01740690757,Dhaka,Mirpur,Rahman Enterprises,Mirpur - Zone 2,153,Route-64,"Bulk buyer, offer discounts"
RET-000014265,Taher Retail Hub,01655125110,Barishal,Airport,Global Supply Chain,Airport - Zone 2,669,Route-13,"Bulk buyer, offer discounts"
RET-000014266,Noor Paiker,01390115480,Chattogram,Panchlaish,Khan Brothers,Panchlaish - Zone 3,307,Route-93,Needs follow-up on pending order
RET-000014267,Malek Trading,01994122710,Dhaka,Mohammadpur,City Distributors,Mohammadpur - Zone 2,951,Route-39,Payment always on time
RET-000014268,Hossain Enterprise,01941689070,Chattogram,Panchlaish,Pacific Distributors,Panchlaish - Zone 1,206,Route-39,"Bulk buyer, offer discounts"
RET-000014269,Rahman General Store,01680419445,Barishal,Airport,Mega Trade BD,Airport - Zone 4,761,Route-29,
RET-000014270,Sharif Dokan,01522667989,Dhaka,Banani,Sunrise Wholesale,Banani - Zone 2,450,Route-74,"Regular customer, prefers morning visits"
RET-000014271,Iqbal Mini Mart,01921154129,Chattogram,Pahartali,Pacific Distributors,Pahartali - Zone 2,414,Route-20,"New retailer, handle with care"
RET-000014272,Kabir Bhandar,01833499681,Dhaka,Dhanmondi,Elite Commerce,Dhanmondi - Zone 3,113,Route-46,Payment always on time
RET-000014273,Mondal Mini Mart,01719239070,Dhaka,Gulshan,Star Distribution Co.,Gulshan - Zone 4,543,Route-70,"Regular customer, prefers morning visits"
RET-000014274,Sarkar Enterprise,01371946260,Dhaka,Tejgaon,AB Trading,Tejgaon - Zone 2,607,Route-37,
RET-000014275,Kamal Enterprise,01339288234,Mymensingh,Trishal,Elite Commerce,Trishal - Zone 4,475,Route-94,
RET-000014276,Akter Bhandar,01322071432,Dhaka,Mohammadpur,Rahman Enterprises,Mohammadpur - Zone 5,53,Route-85,
RET-000014277,Kabir Shop,01919789599,Rajshahi,Motihar,Diamond Wholesale,Motihar - Zone 1,121,Route-64,"Regular customer, prefers morning visits"
RET-000014278,Sarkar Paiker,01387540508,Mymensingh,Trishal,Global Supply Chain,Trishal - Zone 2,902,Route-12,Prefers WhatsApp communication
RET-000014279,Alam Dokan,01928454887,Dhaka,Banani,Elite Commerce,Banani - Zone 4,150,Route-39,"New retailer, handle with care"
RET-000014280,Reza General Store,01824731849,Sylhet,Tilagarh,Prime Wholesale,Tilagarh - Zone 3,324,Route-70,"Bulk buyer, offer discounts"
RET-000014281,Taher Point,01571324026,Rajshahi,Shah Makhdum,Diamond Wholesale,Shah Makhdum - Zone 2,228,Route-83,"New retailer, handle with care"
RET-000014282,Haque Store,01668605621,Rajshahi,Katakhali,Star Distribution Co.,Katakhali - Zone 1,105,Route-79,
RET-000014283,Mia Super Shop,01717556165,Sylhet,Zindabazar,Royal Traders,Zindabazar - Zone 1,365,Route-73,
RET-000014284,Begum Shop,01660836889,Sylhet,South Surma,Elite Commerce,South Surma - Zone 1,372,Route-49,"Regular customer, prefers morning visits"
RET-000014285,Akter Mini Mart,01347092126,Dhaka,Savar,Nation Suppliers,Savar - Zone 5,908,Route-37,"New retailer, handle with care"
RET-000014286,Bhuiyan Point,01555561159,Mymensingh,Mymensingh Sadar,Elite Commerce,Mymensingh Sadar - Zone 1,992,Route-60,"Bulk buyer, offer discounts"
RET-000014287,Khan Mart,01387290823,Khulna,Daulatpur,Prime Wholesale,Daulatpur - Zone 1,576,Route-95,Payment always on time
RET-000014288,Uddin Mart,01567035447,Mymensingh,Trishal,Pacific Distributors,Trishal - Zone 1,189,Route-10,
RET-000014289,Hossain Varieties,01650130531,Chattogram,Halishahar,Mega Trade BD,Halishahar - Zone 3,337,Route-47,Located near main market
RET-000014290,Akbar Paiker,01697748966,Dhaka,Motijheel,Eastern Commerce,Motijheel - Zone 3,845,Route-17,
RET-000014291,Siddique Mart,01770346739,Mymensingh,Mymensingh Sadar,Eastern Commerce,Mymensingh Sadar - Zone 5,426,Route-38,Prefers WhatsApp communication
RET-000014292,Mondal Corner,01688536658,Dhaka,Motijheel,Mega Trade BD,Motijheel - Zone 5,62,Route-48,"Bulk buyer, offer discounts"
RET-000014293,Mondal Bhandar,01971231415,Rajshahi,Katakhali,Elite Commerce,Katakhali - Zone 4,12,Route-32,
RET-000014294,Alam Trading,01322287214,Khulna,Khan Jahan Ali,Prime Wholesale,Khan Jahan Ali - Zone 2,583,Route-61,Prefers WhatsApp communication
RET-000014295,Sultana General Store,01973064057,Mymensingh,Muktagachha,Global Supply Chain,Muktagachha - Zone 2,65,Route-91,
RET-000014296,Rahman Retail Hub,01752433038,Sylhet,Ambarkhana,Evergreen Trading,Ambarkhana - Zone 5,130,Route-55,Prefers WhatsApp communication
RET-000014297,Bhuiyan Enterprise,01998243288,Rangpur,Badarganj,Pacific Distributors,Badarganj - Zone 4,123,Route-19,"Regular customer, prefers morning visits"
RET-000014298,Akbar Retail Hub,01774168837,Dhaka,Motijheel,Khan Brothers,Motijheel - Zone 1,177,Route-70,Needs follow-up on pending order
RET-000014299,Mondal Super Shop,01897995576,Dhaka,Banani,Bangla Trade House,Banani - Zone 5,966,Route-51,Located near main market
RET-000014300,Haque Varieties,01937464445,Rangpur,Badarganj,Rahman Enterprises,Badarganj - Zone 1,279,Route-97,
RET-000014301,Chowdhury Enterprise,01995117263,Sylhet,South Surma,Mega Trade BD,South Surma - Zone 5,108,Route-56,Located near main market
RET-000014302,Taher Mini Mart,01361523440,Dhaka,Dhanmondi,Khan Brothers,Dhanmondi - Zone 5,628,Route-97,
RET-000014303,Chowdhury Grocery,01557076492,Mymensingh,Gafargaon,Sunrise Wholesale,Gafargaon - Zone 4,117,Route-33,"New retailer, handle with care"
RET-000014304,Rahman Corner,01895871471,Chattogram,Panchlaish,Delta Suppliers,Panchlaish - Zone 2,35,Route-52,
RET-000014305,Jahan Point,01618782554,Mymensingh,Fulbaria,Prime Wholesale,Fulbaria - Zone 2,284,Route-99,
RET-000014306,Mondal Shop,01361271045,Khulna,Khalishpur,Star Distribution Co.,Khalishpur - Zone 3,225,Route-72,"Bulk buyer, offer discounts"
RET-000014307,Rahman Bhandar,01312214243,Dhaka,Gulshan,Elite Commerce,Gulshan - Zone 2,823,Route-73,Needs follow-up on pending order
RET-000014308,Chowdhury Mart,01979433152,Rangpur,Mithapukur,United Distributors,Mithapukur - Zone 3,890,Route-26,"New retailer, handle with care"
RET-000014309,Das General Store,01931632095,Khulna,Batiaghata,Global Supply Chain,Batiaghata - Zone 2,84,Route-22,Payment always on time
RET-000014310,Khan Wholesale,01582358004,Mymensingh,Muktagachha,AB Trading,Muktagachha - Zone 1,320,Route-65,"Bulk buyer, offer discounts"
RET-000014311,Reza Mart,01887244504,Dhaka,Tejgaon,Pacific Distributors,Tejgaon - Zone 5,883,Route-19,Payment always on time
RET-000014312,Uddin Trading,01987839816,Dhaka,Savar,Prime Wholesale,Savar - Zone 3,638,Route-48,Located near main market
RET-000014313,Sultana Wholesale,01872200316,Chattogram,Double Mooring,Star Distribution Co.,Double Mooring - Zone 4,693,Route-37,
RET-000014314,Sharif Wholesale,01393310847,Khulna,Khalishpur,Elite Commerce,Khalishpur - Zone 2,528,Route-78,Prefers WhatsApp communication
RET-000014315,Ali Shop,01687454827,Rangpur,Badarganj,Sunrise Wholesale,Badarganj - Zone 1,66,Route-39,"Regular customer, prefers morning visits"
RET-000014316,Alam Retail Hub,01950384975,Rangpur,Kaunia,Delta Suppliers,Kaunia - Zone 1,809,Route-64,Located near main market
RET-000014317,Alam General Store,01723362602,Mymensingh,Mymensingh Sadar,Star Distribution Co.,Mymensingh Sadar - Zone 2,454,Route-84,
RET-000014318,Hossain Trading,01821052519,Rangpur,Gangachara,Crystal Distributors,Gangachara - Zone 2,969,Route-38,"Regular customer, prefers morning visits"
RET-000014319,Sharif Super Shop,01371231572,Rangpur,Gangachara,Delta Suppliers,Gangachara - Zone 5,369,Route-29,Needs follow-up on pending order
RET-000014320,Siddique Trading,01936471232,Dhaka,Mohammadpur,Evergreen Trading,Mohammadpur - Zone 4,718,Route-55,
RET-000014321,Islam Varieties,01522380787,Khulna,Khan Jahan Ali,Prime Wholesale,Khan Jahan Ali - Zone 3,686,Route-89,Prefers WhatsApp communication
RET-000014322,Siddique Point,01754965389,Rajshahi,Boalia,City Distributors,Boalia - Zone 1,305,Route-39,High volume retailer
RET-000014323,Khatun Bhandar,01980166626,Barishal,Babuganj,AB Trading,Babuganj - Zone 1,298,Route-9,"New retailer, handle with care"
RET-000014324,Uddin Mini Mart,01928770211,Barishal,Barishal Sadar,Global Supply Chain,Barishal Sadar - Zone 5,332,Route-80,"Regular customer, prefers morning visits"
RET-000014325,Chowdhury Wholesale,01782406480,Rajshahi,Shah Makhdum,Rahman Enterprises,Shah Makhdum - Zone 1,307,Route-78,"Bulk buyer, offer discounts"
RET-000014326,Siddique Enterprise,01983903008,Barishal,Babuganj,Mega Trade BD,Babuganj - Zone 1,691,Route-5,Payment always on time
RET-000014327,Iqbal Dokan,01580795521,Sylhet,Tilagarh,Crystal Distributors,Tilagarh - Zone 5,611,Route-91,
RET-000014328,Ahmed Bhandar,01646025243,Sylhet,Kumarpara,Sunrise Wholesale,Kumarpara - Zone 3,338,Route-100,Located near main market
RET-000014329,Akbar Dokan,01973623289,Rajshahi,Katakhali,United Distributors,Katakhali - Zone 4,42,Route-68,"Regular customer, prefers morning visits"
RET-000014330,Rahman Corner,01698300553,Chattogram,Nasirabad,AB Trading,Nasirabad - Zone 1,700,Route-43,
RET-000014331,Malek Point,01620345290,Sylhet,Ambarkhana,AB Trading,Ambarkhana - Zone 4,903,Route-54,
RET-000014332,Khan Store,01545673868,Chattogram,Chandgaon,United Distributors,Chandgaon - Zone 1,60,Route-15,High volume retailer
RET-000014333,Kamal General Store,01919497602,Rajshahi,Rajpara,Star Distribution Co.,Rajpara - Zone 4,165,Route-75,
RET-000014334,Taher General Store,01870300698,Dhaka,Savar,Prime Wholesale,Savar - Zone 5,289,Route-59,High volume retailer
RET-000014335,Sarkar Enterprise,01359538043,Chattogram,Pahartali,Sunrise Wholesale,Pahartali - Zone 5,904,Route-3,
RET-000014336,Noor General Store,01580127923,Rangpur,Mithapukur,Prime Wholesale,Mithapukur - Zone 5,10,Route-18,"Regular customer, prefers morning visits"
RET-000014337,Hossain Point,01722499307,Sylhet,Kumarpara,Elite Commerce,Kumarpara - Zone 5,151,Route-82,High volume retailer
RET-000014338,Akbar General Store,01616440061,Dhaka,Banani,United Distributors,Banani - Zone 5,671,Route-50,
RET-000014339,Sarkar Store,01749426017,Sylhet,Ambarkhana,Mega Trade BD,Ambarkhana - Zone 1,743,Route-46,"Bulk buyer, offer discounts"
RET-000014340,Sharif Trading,01619279984,Dhaka,Mirpur,Sunrise Wholesale,Mirpur - Zone 4,766,Route-100,
RET-000014341,Bhuiyan Mart,01556611229,Barishal,Gournadi,AB Trading,Gournadi - Zone 4,798,Route-84,"Bulk buyer, offer discounts"
RET-000014342,Siddique Mart,01862204708,Sylhet,Tilagarh,Crystal Distributors,Tilagarh - Zone 4,623,Route-23,Payment always on time
RET-000014343,Iqbal Shop,01659546726,Dhaka,Mirpur,Bangla Trade House,Mirpur - Zone 1,463,Route-53,Payment always on time
RET-000014344,Akter Mini Mart,01742696490,Rajshahi,Paba,Rahman Enterprises,Paba - Zone 5,446,Route-60,"Bulk buyer, offer discounts"
RET-000014345,Sultana Point,01625819964,Khulna,Boyra,Evergreen Trading,Boyra - Zone 1,185,Route-38,
RET-000014346,Khan Point,01322842751,Dhaka,Dhanmondi,Rahman Enterprises,Dhanmondi - Zone 2,751,Route-99,High volume retailer
RET-000014347,Kamal Super Shop,01628150179,Khulna,Khalishpur,Royal Traders,Khalishpur - Zone 4,189,Route-95,Payment always on time
RET-000014348,Begum Shop,01312823931,Mymensingh,Bhaluka,Pacific Distributors,Bhaluka - Zone 3,199,Route-52,High volume retailer
RET-000014349,Noor Wholesale,01344339662,Barishal,Kotwali,Eastern Commerce,Kotwali - Zone 4,213,Route-5,
RET-000014350,Mondal Shop,01515496932,Chattogram,Panchlaish,Global Supply Chain,Panchlaish - Zone 5,354,Route-89,"New retailer, handle with care"
RET-000014351,Noor Varieties,01879135192,Mymensingh,Fulbaria,Prime Wholesale,Fulbaria - Zone 5,215,Route-57,
RET-000014352,Akbar Store,01970158014,Rangpur,Kaunia,Prime Wholesale,Kaunia - Zone 3,160,Route-66,Needs follow-up on pending order
RET-000014353,Kabir Mini Mart,01878544075,Dhaka,Tejgaon,Pacific Distributors,Tejgaon - Zone 4,542,Route-4,
RET-000014354,Islam Retail Hub,01656400518,Mymensingh,Gafargaon,Bangla Trade House,Gafargaon - Zone 2,879,Route-84,
RET-000014355,Malek Retail Hub,01580970358,Rajshahi,Rajpara,Royal Traders,Rajpara - Zone 3,944,Route-78,"Bulk buyer, offer discounts"
RET-000014356,Haque Corner,01958800279,Rajshahi,Rajpara,Mega Trade BD,Rajpara - Zone 3,434,Route-33,
RET-000014357,Reza Point,01794381820,Sylhet,Ambarkhana,Sunrise Wholesale,Ambarkhana - Zone 4,314,Route-35,"Regular customer, prefers morning visits"
RET-000014358,Mondal Enterprise,01844618291,Sylhet,Subid Bazar,Delta Suppliers,Subid Bazar - Zone 3,667,Route-98,Located near main market
RET-000014359,Khan Enterprise,01589395012,Barishal,Kotwali,Eastern Commerce,Kotwali - Zone 1,879,Route-69,"New retailer, handle with care"
RET-000014360,Noor Wholesale,01322867603,Chattogram,Panchlaish,United Distributors,Panchlaish - Zone 2,131,Route-28,Payment always on time
RET-000014361,Uddin Corner,01379364044,Dhaka,Mohammadpur,Mega Trade BD,Mohammadpur - Zone 3,129,Route-72,
RET-000014362,Alam Varieties,01645716791,Dhaka,Uttara,Diamond Wholesale,Uttara - Zone 5,968,Route-72,"Regular customer, prefers morning visits"
RET-000014363,Malek Point,01824656062,Barishal,Banaripara,Star Distribution Co.,Banaripara - Zone 3,791,Route-44,
RET-000014364,Ali Super Shop,01948626868,Mymensingh,Gafargaon,Star Distribution Co.,Gafargaon - Zone 5,877,Route-24,High volume retailer
RET-000014365,Kamal Dokan,01343734879,Khulna,Daulatpur,AB Trading,Daulatpur - Zone 3,414,Route-12,"Regular customer, prefers morning visits"
RET-000014366,Jahan Dokan,01825769448,Chattogram,Double Mooring,Pacific Distributors,Double Mooring - Zone 3,288,Route-34,Payment always on time
RET-000014367,Jahan Store,01398872205,Chattogram,Chandgaon,Global Supply Chain,Chandgaon - Zone 1,403,Route-97,"New retailer, handle with care"
RET-000014368,Hossain Mart,01385763055,Chattogram,Nasirabad,Bangla Trade House,Nasirabad - Zone 2,475,Route-69,High volume retailer
